,Latinsk navn,Norsk navn,Antall,Input,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,Artsgruppe,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_id
1101,Sphagnum majus,lurvtorvmose,1,Sphagnum majus,188729,105004,Sphagnum majus,(Russow) C.E.O.Jensen,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,lurvtorvmose,lurvtorvmose,,2668990
1102,Sphagnum medium,kjøtt-torvmose,7,Sphagnum medium,187395,186464,Sphagnum medium,Limpr.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,kjøtt-torvmose,kjøtt-torvmose,,7530037
1103,Sphagnum palustre,sumptorvmose,3,Sphagnum palustre,187383,105010,Sphagnum palustre,L.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,sumptorvmose,sumptorvmose,,2669006
1104,Sphagnum papillosum,vortetorvmose,8,Sphagnum papillosum,187426,105011,Sphagnum papillosum,Lindb.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,vortetorvmose,vortetorvmose,,2668996
1105,Sphagnum platyphyllum,skeitorvmose,2,Sphagnum platyphyllum,188823,105012,Sphagnum platyphyllum,(Lindb. ex Braithw.) Warnst.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Subsecunda,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Subsecunda,skeitorvmose,skeitorvmose,,2669200
1106,Sphagnum pulchrum,fagertorvmose,1,Sphagnum pulchrum,188738,105013,Sphagnum pulchrum,(Lindb. ex Braithw.) Warnst.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,fagertorvmose,fagertorvmose,,2669170
1107,Sphagnum quinquefarium,lyngtorvmose,6,Sphagnum quinquefarium,188782,105014,Sphagnum quinquefarium,(Braithw.) Warnst.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,lyngtorvmose,lyngtorvmose,,2669139
1108,Sphagnum riparium,skartorvmose,2,Sphagnum riparium,188785,105015,Sphagnum riparium,Ångstr.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,skartorvmose,skartorvmose,,8400367
1109,Sphagnum rubellum,rødtorvmose,3,Sphagnum rubellum,188865,105016,Sphagnum rubellum,Wilson,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,rødtorvmose,raudtorvmose,,2668995
1110,Sphagnum russowii,tvaretorvmose,7,Sphagnum russowii,188776,105018,Sphagnum russowii,Warnst.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,tvaretorvmose,tvaretorvmose,,2668970
1111,Sphagnum squarrosum,spriketorvmose,5,Sphagnum squarrosum,188851,105019,Sphagnum squarrosum,Crome,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Squarrosa,spriketorvmose,sprikjetorvmose,,2669113
1112,Sphagnum strictum,heitorvmose,2,Sphagnum strictum,188591,105020,Sphagnum strictum,Sull.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Rigida,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Rigida,heitorvmose,heitorvmose,,2669156
1113,Sphagnum subfulvum,lapptorvmose,1,Sphagnum subfulvum,188529,105021,Sphagnum subfulvum,Sjörs,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,lapptorvmose,lapptorvmose,,2669081
1114,Sphagnum subsecundum,kroktorvmose,4,Sphagnum subsecundum,188826,105027,Sphagnum subsecundum,Nees,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Subsecunda,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Subsecunda,kroktorvmose,kroktorvmose,,2668981
1115,Sphagnum tenellum,dvergtorvmose,5,Sphagnum tenellum,188839,105028,Sphagnum tenellum,(Brid.) Pers. ex Brid.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,dvergtorvmose,dvergtorvmose,,2669251
1116,Sphagnum teres,beitetorvmose,5,Sphagnum teres,188853,105029,Sphagnum teres,(Schimp.) Ångstr.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Squarrosa,beitetorvmose,beitetorvmose,,2669224
1117,Sphagnum warnstorfii,rosetorvmose,11,Sphagnum warnstorfii,188864,105032,Sphagnum warnstorfii,Russow,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,rosetorvmose,rosetorvmose,,4280791
1118,Sporastatia testudinea,(blank),2,Sporastatia testudinea,44894,68921,Sporastatia testudinea,(Ach.) Massal.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Sporastatia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Catillariaceae Sporastatia,,,,2607508
1119,Squamarina cartilaginea,bruskkalkskjell,1,Squamarina cartilaginea,51075,75102,Squamarina cartilaginea,(With.) P. James,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Squamarina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Ramalinaceae Squamarina,bruskkalkskjell,,,2608508
1120,Squamarina degelii,dvergkalkskjell,1,Squamarina degelii,51079,75106,Squamarina degelii,Poelt,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Squamarina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Ramalinaceae Squamarina,dvergkalkskjell,,,3392806
1121,Squamarina gypsacea,romjulskalkskjell,1,Squamarina gypsacea,146082,75107,Squamarina gypsacea,(Sm.) Poelt,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Squamarina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Ramalinaceae Squamarina,romjulskalkskjell,,,2608505
1122,Stachys palustris,åkersvinerot,5,Stachys palustris,144490,102378,Stachys palustris,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Stachys,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Stachys,åkersvinerot,åkersvinerot,,2927245
1123,Stachys sylvatica,skogsvinerot,2,Stachys sylvatica,138037,102380,Stachys sylvatica,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Stachys,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Stachys,skogsvinerot,skogsvinerot,,2927282
1124,Stellaria borealis,fjellstjerneblom,6,Stellaria borealis,144208,101589,Stellaria borealis,Bigelow,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,fjellstjerneblom,fjellstjerneblom,,5384671
1125,Stellaria crassifolia,saftstjerneblom,2,Stellaria crassifolia,61550,101590,Stellaria crassifolia,Ehrh.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,saftstjerneblom,saftstjerneblom,,5384660
1126,Stellaria graminea,grasstjerneblom,14,Stellaria graminea,61554,101594,Stellaria graminea,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,grasstjerneblom,grasstjerneblom,,5384616
1127,Stellaria humifusa,ishavsstjerneblom,2,Stellaria humifusa,61557,101597,Stellaria humifusa,Rottb.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,ishavsstjerneblom,ishavsstjerneblom,,5384598
1128,Stellaria longipes,snøstjerneblom,4,Stellaria longipes,146098,101599,Stellaria longipes,Goldie,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,snøstjerneblom,snøstjerneblom,,5384620
1129,Stellaria media,vassarve,11,Stellaria media,138066,101601,Stellaria media,(L.) Vill.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,vassarve,vassarve,,5384604
1130,Stellaria nemorum,skogstjerneblom,6,Stellaria nemorum,61562,101602,Stellaria nemorum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,skogstjerneblom,skogstjerneblom,,6363434
1131,Stellaria palustris,myrstjerneblom,2,Stellaria palustris,138079,101603,Stellaria palustris,Ehrh. ex Hoffm.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,myrstjerneblom,myrstjerneblom,,8407946
1132,Stellaria uliginosa,bekkestjerneblom,2,Stellaria uliginosa,102663,143564,Stellaria uliginosa,Murray,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,bekkestjerneblom,bekkestjerneblom,,5384607
1133,Stereocaulon,saltlav,6,Stereocaulon,51304,75331,Stereocaulon,,genus,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae,,,,2608513
1134,Stereocaulon alpinum,fjellsaltlav,9,Stereocaulon alpinum,51305,75332,Stereocaulon alpinum,Laurer,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,fjellsaltlav,,,5261360
1135,Stereocaulon condensatum,sandsaltlav,1,Stereocaulon condensatum,51320,75347,Stereocaulon condensatum,Hoffm.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,sandsaltlav,,,5261371
1136,Stereocaulon dactylophyllum,fingersaltlav,3,Stereocaulon dactylophyllum,51329,75356,Stereocaulon dactylophyllum,Flörke,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,fingersaltlav,,,5261362
1137,Stereocaulon glareosum,grussaltlav,2,Stereocaulon glareosum,51339,75366,Stereocaulon glareosum,(Sav.) Magnusson,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,grussaltlav,,,5261373
1138,Stereocaulon leucophaeopsis,kobbersaltlav,1,Stereocaulon leucophaeopsis,51352,75379,Stereocaulon leucophaeopsis,(Nyl.) P. James & Pur,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,kobbersaltlav,,,5261379
1139,Stereocaulon paschale,vanlig saltlav,23,Stereocaulon paschale,51364,75391,Stereocaulon paschale,(L.) Hoffm.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,vanlig saltlav,,,5261384
1140,Stereocaulon rivulorum,bresaltlav,7,Stereocaulon rivulorum,51374,75401,Stereocaulon rivulorum,Magnusson,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,bresaltlav,,,7247092
1141,Stereocaulon saxatile,grå saltlav,2,Stereocaulon saxatile,51381,75408,Stereocaulon saxatile,Magnusson,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,grå saltlav,,,5261385
1142,Stereocaulon tornense,skorpesaltlav,1,Stereocaulon tornense,51395,75422,Stereocaulon tornense,(H. Magn.) P. James &,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,skorpesaltlav,,,5261370
1143,Stereocaulon vesuvianum,skjoldsaltlav,6,Stereocaulon vesuvianum,51400,75427,Stereocaulon vesuvianum,Pers.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Stereocaulaceae Stereocaulon,skjoldsaltlav,,,7247041
1144,Stereodon pratensis,skrukkemose,1,Stereodon pratensis,187579,200605,Stereodon pratensis,(Spruce) Warnst.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Stereodontaceae,Stereodon,,,,Plantae Bryophyta Bryopsida Hypnales Stereodontaceae Stereodon,skrukkemose,skrukkemose,,7957163
1145,Sticta,porelav,1,Sticta,54322,78349,Sticta,,genus,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Lobariaceae,,,,2601351
1146,Straminergon stramineum,grasmose,10,Straminergon stramineum,187599,104614,Straminergon stramineum,(Dicks. ex Brid.) Hedenäs,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Calliergonaceae,Straminergon,,,,Plantae Bryophyta Bryopsida Hypnales Calliergonaceae Straminergon,grasmose,grasmose,,2681726
1147,Suaeda maritima,saftmelde,3,Suaeda maritima,138137,101440,Suaeda maritima,(L.) Dumort.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Suaeda,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Suaeda,saftmelde,saftmelde,,3083541
1148,Subularia aquatica,sylblad,1,Subularia aquatica,61277,101317,Subularia aquatica,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Subularia,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Subularia,sylblad,sylblad,,5373421
1149,Succisa pratensis,blåknapp,15,Succisa pratensis,138139,101740,Succisa pratensis,Moench,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Succisa,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Succisa,blåknapp,blåknapp,,2888811
1150,Synalissa ramulosa,(blank),1,Synalissa ramulosa,189867,93432,Synalissa ramulosa,Körb.,species,,,Lav,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Synalissa,,,,Fungi Ascomycota Pezizomycotina Lichinomycetes Lichinales Lichinaceae Synalissa,,,,5257627
1151,Syntrichia norvegica,fjellhårstjerne,4,Syntrichia norvegica,187940,104942,Syntrichia norvegica,F.Weber,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia,,,,Plantae Bryophyta Bryopsida Dicranales Pottiaceae Syntrichia,fjellhårstjerne,fjellhårstjerne,,2671266
1152,Syntrichia ruraliformis,dynehårstjerne,3,Syntrichia ruraliformis,179339,153874,Syntrichia ruraliformis,(Besch.) Mans.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia,,,,Plantae Bryophyta Bryopsida Dicranales Pottiaceae Syntrichia,dynehårstjerne,,,7892639
1153,Syntrichia ruralis,putehårstjerne,10,Syntrichia ruralis,187947,104944,Syntrichia ruralis,(Hedw.) F.Weber & D.Mohr,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Pottiaceae,Syntrichia,,,,Plantae Bryophyta Bryopsida Dicranales Pottiaceae Syntrichia,putehårstjerne,putehårstjerne,,2671271
1154,Tanacetum vulgare,reinfann,1,Tanacetum vulgare,143953,100848,Tanacetum vulgare,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Tanacetum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Tanacetum,reinfann,reinfann,,3118274
1155,Taraxacum crocea,fjelløvetenner,20,Taraxacum crocea,143955,167881,Taraxacum crocea,agg.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Taraxacum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Taraxacum Crocea,fjelløvetenner,fjelløvetenner,,5394023
1156,Taraxacum obliquum,butt kystløvetann,1,Taraxacum obliquum,138395,100868,Taraxacum obliquum,(Fr.) Dahlst.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Taraxacum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Taraxacum Obliqua,butt kystløvetann,butt kystløvetann,,5394085
1157,Taraxacum officinale,ugrasløvetenner,15,Taraxacum officinale,129432,168594,Taraxacum officinale,coll.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Taraxacum,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Taraxacum Taraxacum,,,,5394163
1158,Tayloria lingulata,myrtrompetmose,1,Tayloria lingulata,188336,105059,Tayloria lingulata,(Dicks.) Lindb.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Splachnales,Splachnaceae,Tayloria,,,,Plantae Bryophyta Bryopsida Splachnales Splachnaceae Tayloria,myrtrompetmose,myrtrompetmose,,5281481
1159,Teesdalia nudicaulis,sandkarse,1,Teesdalia nudicaulis,139451,101319,Teesdalia nudicaulis,(L.) W.T.Aiton,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Teesdalia,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Teesdalia,sandkarse,sandkarse,,3054168
1160,Thalictrum alpinum,fjellfrøstjerne,38,Thalictrum alpinum,63140,103180,Thalictrum alpinum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Thalictrum,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Thalictrum,fjellfrøstjerne,fjellfrøstjerne,,3033134
1161,Thalictrum minus,kystfrøstjerne,4,Thalictrum minus,63145,103185,Thalictrum minus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Thalictrum,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Thalictrum,kystfrøstjerne,kystfrøstjerne,,3033129
1162,Thalictrum simplex,rankfrøstjerne,4,Thalictrum simplex,63148,103188,Thalictrum simplex,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Thalictrum,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Thalictrum,rankfrøstjerne,stautfrøstjerne,,7931051
1163,Thallinocarpon nigritellum,svarttungelav,1,Thallinocarpon nigritellum,104765,145182,Thallinocarpon nigritellum,(Lettau) P.M. Jørg.,species,,,Lav,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Thallinocarpon,,,,Fungi Ascomycota Pezizomycotina Lichinomycetes Lichinales Lichinaceae Thallinocarpon,svarttungelav,,,6754728
1164,Thalloidima alutaceum,(blank),1,Thalloidima alutaceum,162064,92951,Thalloidima alutaceum,Anzi,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thalloidima,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Ramalinaceae Thalloidima,,,,3426404
1165,Thalloidima candidum,krittkalklav,1,Thalloidima candidum,162069,92954,Thalloidima candidum,(Weber) A.Massal.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thalloidima,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Ramalinaceae Thalloidima,krittkalklav,,,3426392
1166,Thalloidima sedifolium,(blank),1,Thalloidima sedifolium,162081,187334,Thalloidima sedifolium,(Scop.) Kistenich et al.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thalloidima,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Ramalinaceae Thalloidima,,,,9995225
1167,Thamnobryum alopecurum,buskrevemose,1,Thamnobryum alopecurum,187736,104733,Thamnobryum alopecurum,(Hedw.) Gangulee,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Thamnobryum,,,,Plantae Bryophyta Bryopsida Hypnales Neckeraceae Thamnobryum,buskrevemose,buskrevemose,,2678712
1168,Thamnolia vermicularis,makklav,6,Thamnolia vermicularis,52499,76526,Thamnolia vermicularis,(Sw.) Schaerer,species,,,Lav,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Icmadophilaceae,Thamnolia,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Icmadophilaceae Thamnolia,makklav,,,2600378
1169,Thelypteris palustris,myrtelg,1,Thelypteris palustris,139536,103921,Thelypteris palustris,(A.Gray) Schott,species,,,Karplanter,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Thelypteris,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Thelypteridaceae Thelypteris,myrtelg,myrtelg,,5275316
1170,Thlaspi arvense,pengeurt,3,Thlaspi arvense,61281,101321,Thlaspi arvense,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Thlaspi,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Thlaspi,pengeurt,pengeurt,,3052680
1171,Thymus praecox britannicus,norsk timian,2,Thymus praecox britannicus,139551,143612,Thymus praecox britannicus,(Ronniger) Holub,subspecies,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Thymus,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Thymus Thymus praecox,norsk timian,norsk timian,,5605894
1172,Thymus pulegioides,bakketimian,4,Thymus pulegioides,144494,102387,Thymus pulegioides,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Thymus,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Thymus,bakketimian,bakketimian,,5341443
