,Latinsk navn,Norsk navn,Antall,Input,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,Artsgruppe,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_id
540,Hieracium vulgatum,beitesvever,7,Hieracium vulgatum,129856,169015,Hieracium vulgatum,Fr.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Hieracium,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Hieracium Vulgata,,,,3134951
541,Hierochloë odorata,marigras,1,Hierochloë odorata,145067,100066,Hierochloë odorata,(L.) P.Beauv.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Hierochloë,,,,Plantae Magnoliophyta Monocots Poales Poaceae Hierochloë,marigras,marigras,,2703336
542,Homalia trichomanoides,glansmose,4,Homalia trichomanoides,185373,104724,Homalia trichomanoides,(Hedw.) Schimp.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Homalia,,,,Plantae Bryophyta Bryopsida Hypnales Neckeraceae Homalia,glansmose,glansmose,,5282904
543,Homalothecium sericeum,krypsilkemose,2,Homalothecium sericeum,201604,104566,Homalothecium sericeum,(Hedw.) Schimp.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Homalothecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Homalothecium,krypsilkemose,krypsilkemose,,7817064
544,Honckenya peploides,strandarve,3,Honckenya peploides,133728,101506,Honckenya peploides,(L.) Ehrh.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Honckenya,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Honckenya,strandarve,strandarve,,3085776
545,Hookeria lucens,dronningmose,2,Hookeria lucens,186544,104463,Hookeria lucens,(Hedw.) Sm.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hookeriales,Hookeriaceae,Hookeria,,,,Plantae Bryophyta Bryopsida Hookeriales Hookeriaceae Hookeria,dronningmose,dronningmose,,5280020
546,Hordeum vulgare,bygg,1,Hordeum vulgare,133762,100080,Hordeum vulgare,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Hordeum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Hordeum,seksradsbygg,seksradsbygg,,2706056
547,Hornungia petraea,kalkkarse,1,Hornungia petraea,133763,101235,Hornungia petraea,(L.) Rchb.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Hornungia,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Hornungia,kalkkarse,kalkkarse,,5376179
548,Humulus lupulus,humle,2,Humulus lupulus,63159,103199,Humulus lupulus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Cannabaceae,Humulus,,,,Plantae Magnoliophyta Eudicots Rosales Cannabaceae Humulus,humle,humle,,2984535
549,Huperzia appressa,fjell-lusegras,12,Huperzia appressa,133775,103848,Huperzia appressa,(Bach.Pyl. ex Desv.) Á.Löve & D.Löve,species,,,Karplanter,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Huperzia,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Huperzia,fjell-lusegras,fjell-lusegras,,3992299
550,Huperzia selago,lusegras,2,Huperzia selago,144525,103850,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,species,,,Karplanter,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Huperzia,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Huperzia,lusegras,lusegras,,8190643
551,Hydropunctaria maura,marebek,2,Hydropunctaria maura,104631,145050,Hydropunctaria maura,"(Wahlenb.) Keller, Gueidan & Thüs",species,,,Lav,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Hydropunctaria,,,,Fungi Ascomycota Pezizomycotina Eurotiomycetes Verrucariales Verrucariaceae Hydropunctaria,marebek,,,5894842
552,Hylocomiadelphus triquetrus,storkransmose,20,Hylocomiadelphus triquetrus,201685,214362,Hylocomiadelphus triquetrus,(Hedw.) Ochyra & Stebel,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiadelphus,,,,Plantae Bryophyta Bryopsida Hypnales Hylocomiaceae Hylocomiadelphus,storkransmose,storkransmose,,8345757
553,Hylocomiastrum pyrenaicum,seterhusmose,3,Hylocomiastrum pyrenaicum,186574,104639,Hylocomiastrum pyrenaicum,(Spruce) M.Fleisch.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiastrum,,,,Plantae Bryophyta Bryopsida Hypnales Hylocomiaceae Hylocomiastrum,seterhusmose,seterhusmose,,2679703
554,Hylocomiastrum umbratum,skyggehusmose,5,Hylocomiastrum umbratum,183574,104640,Hylocomiastrum umbratum,(Hedw.) M.Fleisch.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiastrum,,,,Plantae Bryophyta Bryopsida Hypnales Hylocomiaceae Hylocomiastrum,skyggehusmose,skuggehusmose,,2679704
555,Hylocomium splendens,etasjemose,52,Hylocomium splendens,183501,104642,Hylocomium splendens,(Hedw.) Schimp.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomium,,,,Plantae Bryophyta Bryopsida Hypnales Hylocomiaceae Hylocomium,etasjemose,etasjemose,,2679696
556,Hylotelephium maximum,smørbukk,7,Hylotelephium maximum,133799,103583,Hylotelephium maximum,(L.) Holub,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Hylotelephium,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Hylotelephium,smørbukk,smørbukk,,7334631
557,Hymenophyllum peltatum,hinnebregne,2,Hymenophyllum peltatum,133811,143488,Hymenophyllum peltatum,(Poir.) Desv.,species,,,Karplanter,Plantae,Pteridophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,,,,Plantae Pteridophyta Polypodiopsida Hymenophyllales Hymenophyllaceae Hymenophyllum,hinnebregne,hinnebregne,,7315537
558,Hypericum maculatum,firkantperikum,12,Hypericum maculatum,133813,102624,Hypericum maculatum,Crantz,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Malpighiales,Hypericaceae,Hypericum,,,,Plantae Magnoliophyta Eudicots Malpighiales Hypericaceae Hypericum,firkantperikum,firkantperikum,,6437017
559,Hypericum perforatum,prikkperikum,4,Hypericum perforatum,62586,102626,Hypericum perforatum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Malpighiales,Hypericaceae,Hypericum,,,,Plantae Magnoliophyta Eudicots Malpighiales Hypericaceae Hypericum,prikkperikum,prikkperikum,,3189486
560,Hypnum cupressiforme,matteflette,12,Hypnum cupressiforme,187566,104674,Hypnum cupressiforme,Hedw.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,,,,Plantae Bryophyta Bryopsida Hypnales Hypnaceae Hypnum,matteflette,matteflette,,2681972
561,Hypnum jutlandicum,heiflette,6,Hypnum jutlandicum,187543,104677,Hypnum jutlandicum,Holmen & E.Warncke,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,,,,Plantae Bryophyta Bryopsida Hypnales Hypnaceae Hypnum,heiflette,heiflette,,2682005
562,Hypochaeris maculata,flekkgrisøre,11,Hypochaeris maculata,145567,100708,Hypochaeris maculata,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Hypochaeris,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Hypochaeris,flekkgrisøre,flekkgrisøyre,,3093693
563,Hypogymnia austerodes,seterlav,1,Hypogymnia austerodes,47728,71755,Hypogymnia austerodes,(Nyl.) Räsänen,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Hypogymnia,seterlav,,,7572816
564,Hypogymnia vittata,randkvistlav,3,Hypogymnia vittata,47769,71796,Hypogymnia vittata,(Ach.) Parr.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Hypogymnia,randkvistlav,,,2606513
565,Imbribryum alpinum,koppervrangmose,2,Imbribryum alpinum,201163,214090,Imbribryum alpinum,(Huds. ex With.) N.Pedersen,species,,,Moser,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Imbribryum,,,,Plantae Bryophyta Bryopsida Bryales Bryaceae Imbribryum,koppervrangmose,koparvrangmose,,8285962
566,Impatiens noli-tangere,springfrø,1,Impatiens noli-tangere,61722,101762,Impatiens noli-tangere,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Balsaminaceae,Impatiens,,,,Plantae Magnoliophyta Eudicots Ericales Balsaminaceae Impatiens,springfrø,springfrø,,2891779
567,Inula salicina,krattalant,1,Inula salicina,60675,100715,Inula salicina,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Inula,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Inula,krattalant,krattalant,,8229935
568,Iris pseudacorus,sverdlilje,2,Iris pseudacorus,59435,99475,Iris pseudacorus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Asparagales,Iridaceae,Iris,,,,Plantae Magnoliophyta Monocots Asparagales Iridaceae Iris,sverdlilje,sverdlilje,,5298231
569,Isothecium alopecuroides,rottehalemose,4,Isothecium alopecuroides,183691,104692,Isothecium alopecuroides,(Lam. ex Dubois) Isov.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Lembophyllaceae,Isothecium,,,,Plantae Bryophyta Bryopsida Hypnales Lembophyllaceae Isothecium,rottehalemose,rottehalemose,,2679735
570,Isothecium myosuroides,musehalemose,3,Isothecium myosuroides,199583,104694,Isothecium myosuroides,Brid.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Lembophyllaceae,Isothecium,,,,Plantae Bryophyta Bryopsida Hypnales Lembophyllaceae Isothecium,musehalemose,musehalemose,,2679744
571,Jasione montana,blåmunke,2,Jasione montana,60911,100951,Jasione montana,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Campanulaceae,Jasione,,,,Plantae Magnoliophyta Eudicots Asterales Campanulaceae Jasione,blåmunke,blåmunke,,8366345
572,Juncus alpinoarticulatus,skogsiv,1,Juncus alpinoarticulatus,133851,99806,Juncus alpinoarticulatus,Chaix,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,skogsiv,skogsiv,,2701930
573,Juncus anceps,svartsiv,1,Juncus anceps,133864,99810,Juncus anceps,Laharpe,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,svartsiv,svartsiv,,10027741
574,Juncus arcticus,finnmarkssiv,3,Juncus arcticus,59771,99811,Juncus arcticus,Willd.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,finnmarkssiv,finnmarkssiv,,2701151
575,Juncus articulatus,ryllsiv,4,Juncus articulatus,133872,99812,Juncus articulatus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,ryllsiv,ryllsiv,,2701261
576,Juncus balticus,sandsiv,1,Juncus balticus,133876,99813,Juncus balticus,Willd.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,sandsiv,sandsiv,,2702048
577,Juncus biglumis,tvillingsiv,13,Juncus biglumis,59774,99814,Juncus biglumis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,tvillingsiv,tvillingsiv,,2701896
578,Juncus bulbosus bulbosus,krypsiv,1,Juncus bulbosus bulbosus,144459,99817,Juncus bulbosus bulbosus,,subspecies,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus Juncus bulbosus,krypsiv,krypsiv,,7807570
579,Juncus castaneus,kastanjesiv,3,Juncus castaneus,112517,99819,Juncus castaneus,Sm.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,kastanjesiv,kastanjesiv,,2701078
580,Juncus conglomeratus,knappsiv,2,Juncus conglomeratus,133895,99823,Juncus conglomeratus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,knappsiv,knappsiv,,2701418
581,Juncus effusus,lyssiv,2,Juncus effusus,59784,99824,Juncus effusus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,lyssiv,lyssiv,,2701311
582,Juncus filiformis,trådsiv,11,Juncus filiformis,59786,99826,Juncus filiformis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,trådsiv,trådsiv,,2701799
583,Juncus gerardii,saltsiv,7,Juncus gerardii,144462,99828,Juncus gerardii,Loisel.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,saltsiv,saltsiv,,2701297
584,Juncus squarrosus,heisiv,1,Juncus squarrosus,59794,99834,Juncus squarrosus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,heisiv,heisiv,,2701727
585,Juncus stygius,nøkkesiv,1,Juncus stygius,59795,99835,Juncus stygius,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,nøkkesiv,nykkesiv,,2701983
586,Juncus trifidus,rabbesiv,22,Juncus trifidus,59797,99837,Juncus trifidus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,rabbesiv,rabbesiv,,9011521
587,Juncus triglumis,trillingsiv,3,Juncus triglumis,112516,99838,Juncus triglumis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,trillingsiv,trillingsiv,,2701939
588,Jungermannia eucordifolia,kildesleivmose,1,Jungermannia eucordifolia,200422,196583,Jungermannia eucordifolia,Schljakov,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Jungermanniaceae Jungermannia,kildesleivmose,kjeldesleivmose,,7501261
589,Juniperus communis,einer,41,Juniperus communis,63745,103785,Juniperus communis,L.,species,,,Karplanter,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,,,,Plantae Pinophyta Pinopsida Pinales Cupressaceae Juniperus,einer,einer,,2684709
590,Kali turgida,sodaurt,1,Kali turgida,133936,145661,Kali turgida,(Dumort.) Gutermann,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Kali,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Kali,sodaurt,sodaurt,,8048496
591,Kalmia procumbens,greplyng,10,Kalmia procumbens,133940,101793,Kalmia procumbens,"(L.) Gift, Kron & P.F.Stevens ex Galasso, Banfi & F.Conti",species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Kalmia,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Kalmia,greplyng,greplyng,,7601217
592,Kiaeria starkei,snøfrostmose,10,Kiaeria starkei,185395,104288,Kiaeria starkei,(F.Weber & D.Mohr) I.Hagen,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Rhabdoweisiaceae,Kiaeria,,,,Plantae Bryophyta Bryopsida Dicranales Rhabdoweisiaceae Kiaeria,snøfrostmose,snøfrostmose,,5282184
593,Kindbergia praelonga,sprikemoldmose,2,Kindbergia praelonga,187625,104568,Kindbergia praelonga,(Hedw.) Ochyra,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Kindbergia,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Kindbergia,sprikemoldmose,sprikjemoldmose,,4279479
594,Knautia arvensis,rødknapp,18,Knautia arvensis,133944,101736,Knautia arvensis,(L.) Coult.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Knautia,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Knautia,rødknapp,raudknapp,,2888808
595,Koenigia islandica,dvergsyre,6,Koenigia islandica,133986,102916,Koenigia islandica,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Koenigia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Koenigia,dvergsyre,dvergsyre,,5334283
596,Kurzia trichoclados,kystfingermose,1,Kurzia trichoclados,185012,105256,Kurzia trichoclados,(Müll.Frib.) Grolle,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Kurzia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lepidoziaceae Kurzia,kystfingermose,kystfingermose,,7444070
597,Lamium purpureum,rødtvetann,3,Lamium purpureum,62275,102315,Lamium purpureum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Lamium,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Lamium,rødtvetann,raudtvitann,,2926682
598,Lappula deflexa,hengepiggfrø,3,Lappula deflexa,134023,101008,Lappula deflexa,(Wahlenb.) Garcke,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Lappula,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Lappula,hengepiggfrø,hengjepiggfrø,,7615595
599,Lapsana communis,haremat,1,Lapsana communis,134032,100722,Lapsana communis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Lapsana,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Lapsana,haremat,haremat,,3134857
600,Lathagrium auriforme,moseglye,1,Lathagrium auriforme,104635,145055,Lathagrium auriforme,(With.) Otálora et al.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Lathagrium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Lathagrium,moseglye,,,8448846
601,Lathagrium cristatum,fingerglye,1,Lathagrium cristatum,104636,145056,Lathagrium cristatum,(L.) Otálora et al.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Lathagrium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Lathagrium,fingerglye,,,8621148
602,Lathagrium fuscovirens,bølgeglye,2,Lathagrium fuscovirens,104637,145057,Lathagrium fuscovirens,(With.) Otálora et al.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Lathagrium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Lathagrium,bølgeglye,,,8541101
603,Lathyrus japonicus,strandflatbelg,2,Lathyrus japonicus,61908,101948,Lathyrus japonicus,Willd.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,strandflatbelg,strandskolm,,5356714
604,Lathyrus linifolius,knollerteknapp,19,Lathyrus linifolius,134062,101952,Lathyrus linifolius,(Reichard) Bässler,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,knollerteknapp,knollerteknapp,,5356393
605,Lathyrus pratensis,gulflatbelg,7,Lathyrus pratensis,61920,101960,Lathyrus pratensis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,gulflatbelg,gulskolm,,5356701
606,Lathyrus sylvestris,skogflatbelg,2,Lathyrus sylvestris,134069,101962,Lathyrus sylvestris,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,skogflatbelg,skogskolm,,5356623
607,Lathyrus vernus,vårerteknapp,3,Lathyrus vernus,134070,101964,Lathyrus vernus,(L.) Bernh.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,vårerteknapp,vårerteknapp,,5356704
608,Lecanographa abscondita,(blank),2,Lecanographa abscondita,41914,65941,Lecanographa abscondita,(Th.Fr.) Egea & Torrente,species,,,Lav,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Lecanographa,,,,Fungi Ascomycota Pezizomycotina Arthoniomycetes Arthoniales Roccellaceae Lecanographa,,,,2592786
609,Lecanora actophila,(blank),2,Lecanora actophila,45748,69775,Lecanora actophila,Wedd.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,2606977
610,Lecanora epanora,jernkantlav,1,Lecanora epanora,45922,69949,Lecanora epanora,(Ach.) Ach.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,jernkantlav,,,2606984
611,Lecanora helicopis,(blank),2,Lecanora helicopis,45993,70020,Lecanora helicopis,(Wahlenb.) Ach.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,8647102
612,Lecanora lojkaeana,(blank),2,Lecanora lojkaeana,46057,70084,Lecanora lojkaeana,Szatala,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,2606816
613,Lecanora polytropa,(blank),1,Lecanora polytropa,161920,70194,Lecanora polytropa,(Hoffm.) Rabenh.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,7248528
614,Lecanora rupicola,(blank),1,Lecanora rupicola,104643,70235,Lecanora rupicola,(L.) Zahlbr.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,10808395
615,Lecanora subaurea,kobberkantlav,1,Lecanora subaurea,46250,70277,Lecanora subaurea,Zahlbr.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,kobberkantlav,,,2607094
616,Lecidea confluens,(blank),1,Lecidea confluens,46557,70584,Lecidea confluens,(Weber) Ach.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,2603382
617,Lecidea fuscoatra,(blank),1,Lecidea fuscoatra,202767,70652,Lecidea fuscoatra,(L.) Ach.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,2603347
618,Lecidea inops,(blank),1,Lecidea inops,46666,70693,Lecidea inops,Th. Fr.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,2603316
619,Lecidea lapicida,vanlig skivelav,6,Lecidea lapicida,104653,70714,Lecidea lapicida,(Ach.) Ach.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,vanlig skivelav,,,6609452
620,Lecidea leucothallina,(blank),1,Lecidea leucothallina,46701,70728,Lecidea leucothallina,Arnold,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,7249183
621,Lecidea praenubila,(blank),1,Lecidea praenubila,46793,70820,Lecidea praenubila,Nyl.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,3438192
622,Lecidea silacea,rustskivelav,1,Lecidea silacea,46847,70874,Lecidea silacea,Ach.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,rustskivelav,,,2603384
623,Lejeunea cavifolia,glansperlemose,1,Lejeunea cavifolia,184201,105242,Lejeunea cavifolia,(Ehrh.) Lindb.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Lejeunea,,,,Plantae Marchantiophyta Jungermanniopsida Porellales Lejeuneaceae Lejeunea,glansperlemose,glansperlemose,,8871572
624,Lempholemma botryosum,druelakrislav,1,Lempholemma botryosum,51516,75543,Lempholemma botryosum,(Massal.) Zahlbr.,species,,,Lav,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Lempholemma,,,,Fungi Ascomycota Pezizomycotina Lichinomycetes Lichinales Lichinaceae Lempholemma,,,,2587089
